# time  ID  size  fromHost  toHost  TTL  isResponse
68613.0000 M2323 1585 n25 n5 2 N 
68640.0000 M2324 1727 n7 n33 2 N 
68673.0000 M2325 1974 n8 n19 2 N 
68700.0000 M2326 1815 n27 n14 2 N 
68730.0000 M2327 1433 n34 n16 2 N 
68756.0000 M2328 1039 n2 n35 2 N 
68786.0000 M2329 1421 n34 n17 2 N 
68817.0000 M2330 1967 n24 n29 2 N 
68847.0000 M2331 1766 n4 n12 2 N 
68878.0000 M2332 1704 n2 n16 2 N 
68912.0000 M2333 1803 n18 n4 2 N 
68938.0000 M2334 1110 n26 n9 2 N 
68972.0000 M2335 1651 n34 n29 2 N 
69006.0000 M2336 1397 n13 n16 2 N 
69033.0000 M2337 1442 n2 n10 2 N 
69059.0000 M2338 1725 n0 n6 2 N 
69093.0000 M2339 1699 n16 n37 2 N 
69127.0000 M2340 1095 n18 n30 2 N 
69161.0000 M2341 1148 n10 n30 2 N 
69193.0000 M2342 1695 n34 n21 2 N 
69220.0000 M2343 1527 n37 n24 2 N 
69254.0000 M2344 1922 n38 n15 2 N 
69282.0000 M2345 1285 n6 n14 2 N 
69315.0000 M2346 1695 n6 n40 2 N 
69346.0000 M2347 1922 n8 n20 2 N 
69377.0000 M2348 1096 n15 n31 2 N 
69404.0000 M2349 1766 n22 n17 2 N 
69431.0000 M2350 1007 n30 n14 2 N 
69463.0000 M2351 1768 n30 n32 2 N 
69492.0000 M2352 1323 n7 n22 2 N 
69526.0000 M2353 1514 n32 n10 2 N 
69556.0000 M2354 1962 n0 n24 2 N 
69583.0000 M2355 1210 n14 n1 2 N 
69617.0000 M2356 1702 n2 n29 2 N 
69643.0000 M2357 1828 n32 n26 2 N 
69671.0000 M2358 1594 n14 n15 2 N 
69700.0000 M2359 1890 n30 n27 2 N 
69726.0000 M2360 1180 n26 n3 2 N 
69755.0000 M2361 1710 n25 n4 2 N 
69781.0000 M2362 1354 n9 n28 2 N 
69814.0000 M2363 1484 n11 n33 2 N 
69847.0000 M2364 1327 n31 n12 2 N 
69881.0000 M2365 1267 n12 n26 2 N 
69911.0000 M2366 1700 n26 n29 2 N 
69943.0000 M2367 1130 n34 n40 2 N 
69975.0000 M2368 1073 n32 n25 2 N 
70004.0000 M2369 1093 n38 n20 2 N 
70034.0000 M2370 1363 n5 n36 2 N 
70064.0000 M2371 1822 n15 n1 2 N 
70094.0000 M2372 1645 n28 n32 2 N 
70125.0000 M2373 1774 n7 n18 2 N 
70158.0000 M2374 1561 n6 n20 2 N 
70186.0000 M2375 1051 n32 n22 2 N 
70216.0000 M2376 1446 n3 n39 2 N 
70245.0000 M2377 1937 n29 n33 2 N 
70279.0000 M2378 1505 n25 n20 2 N 
70313.0000 M2379 1948 n18 n23 2 N 
70346.0000 M2380 1533 n40 n9 2 N 
70379.0000 M2381 1097 n37 n20 2 N 
70413.0000 M2382 1792 n28 n10 2 N 
70444.0000 M2383 1197 n26 n10 2 N 
70471.0000 M2384 1161 n32 n18 2 N 
70496.0000 M2385 1438 n21 n1 2 N 
70530.0000 M2386 1000 n1 n12 2 N 
70560.0000 M2387 1333 n31 n5 2 N 
70592.0000 M2388 1930 n28 n26 2 N 
70623.0000 M2389 1954 n11 n1 2 N 
70650.0000 M2390 1545 n39 n31 2 N 
70683.0000 M2391 1671 n25 n35 2 N 
70711.0000 M2392 1201 n4 n8 2 N 
70738.0000 M2393 1113 n40 n0 2 N 
70772.0000 M2394 1517 n27 n39 2 N 
70804.0000 M2395 1533 n35 n28 2 N 
70838.0000 M2396 1302 n27 n39 2 N 
70872.0000 M2397 1756 n10 n9 2 N 
70900.0000 M2398 1756 n14 n33 2 N 
70932.0000 M2399 1687 n12 n38 2 N 
70960.0000 M2400 1234 n10 n40 2 N 
70989.0000 M2401 1898 n8 n11 2 N 
71016.0000 M2402 1461 n17 n15 2 N 
71050.0000 M2403 1468 n20 n7 2 N 
71076.0000 M2404 1389 n19 n12 2 N 
71101.0000 M2405 1285 n29 n3 2 N 
71126.0000 M2406 1547 n26 n13 2 N 
71158.0000 M2407 1111 n12 n21 2 N 
71183.0000 M2408 1953 n22 n30 2 N 
71209.0000 M2409 1934 n38 n16 2 N 
71241.0000 M2410 1548 n0 n38 2 N 
71272.0000 M2411 1143 n19 n27 2 N 
71300.0000 M2412 1109 n27 n23 2 N 
71332.0000 M2413 1708 n13 n9 2 N 
71364.0000 M2414 1363 n30 n1 2 N 
71393.0000 M2415 1333 n21 n6 2 N 
71424.0000 M2416 1570 n13 n34 2 N 
71454.0000 M2417 1783 n32 n0 2 N 
71482.0000 M2418 1246 n29 n14 2 N 
71516.0000 M2419 1785 n33 n29 2 N 
71547.0000 M2420 1248 n31 n28 2 N 
71574.0000 M2421 1122 n10 n34 2 N 
71600.0000 M2422 1592 n35 n13 2 N 
71627.0000 M2423 1732 n12 n4 2 N 
71653.0000 M2424 1152 n28 n2 2 N 
71678.0000 M2425 1612 n27 n14 2 N 
71711.0000 M2426 1117 n11 n38 2 N 
71739.0000 M2427 1970 n34 n6 2 N 
71765.0000 M2428 1019 n38 n25 2 N 
71794.0000 M2429 1622 n0 n35 2 N 
71819.0000 M2430 1880 n13 n27 2 N 
71851.0000 M2431 1049 n32 n36 2 N 
71877.0000 M2432 1738 n12 n4 2 N 
71902.0000 M2433 1903 n21 n9 2 N 
71931.0000 M2434 1725 n27 n31 2 N 
71959.0000 M2435 1061 n7 n28 2 N 
71985.0000 M2436 1974 n29 n9 2 N 
72015.0000 M2437 1961 n13 n12 2 N 
72042.0000 M2438 1174 n38 n18 2 N 
72071.0000 M2439 1324 n26 n8 2 N 
72103.0000 M2440 1053 n2 n4 2 N 
72130.0000 M2441 1247 n4 n24 2 N 
72158.0000 M2442 1303 n4 n20 2 N 
72183.0000 M2443 1721 n40 n38 2 N 
72208.0000 M2444 1226 n5 n30 2 N 
72242.0000 M2445 1278 n22 n16 2 N 
72274.0000 M2446 1485 n15 n7 2 N 
72305.0000 M2447 1265 n2 n15 2 N 
72331.0000 M2448 1491 n38 n24 2 N 
72356.0000 M2449 1259 n1 n10 2 N 
72388.0000 M2450 1650 n36 n20 2 N 
72421.0000 M2451 1962 n5 n37 2 N 
72454.0000 M2452 1142 n4 n29 2 N 
72487.0000 M2453 1203 n3 n38 2 N 
72518.0000 M2454 1869 n4 n14 2 N 
72546.0000 M2455 1305 n16 n29 2 N 
72571.0000 M2456 1793 n14 n12 2 N 
72604.0000 M2457 1562 n14 n28 2 N 
72632.0000 M2458 1190 n0 n25 2 N 
72665.0000 M2459 1289 n8 n37 2 N 
72698.0000 M2460 1690 n14 n28 2 N 
72727.0000 M2461 1384 n2 n14 2 N 
72755.0000 M2462 1134 n38 n8 2 N 
72785.0000 M2463 1517 n6 n28 2 N 
72816.0000 M2464 1620 n19 n2 2 N 
72845.0000 M2465 1814 n26 n2 2 N 
72872.0000 M2466 1190 n12 n0 2 N 
72901.0000 M2467 1922 n20 n21 2 N 
72928.0000 M2468 1006 n9 n26 2 N 
72955.0000 M2469 1848 n36 n10 2 N 
72987.0000 M2470 1890 n11 n8 2 N 
73012.0000 M2471 1713 n26 n17 2 N 
73041.0000 M2472 1636 n38 n23 2 N 
73075.0000 M2473 1449 n10 n17 2 N 
73100.0000 M2474 1275 n3 n22 2 N 
73128.0000 M2475 1112 n23 n5 2 N 
73161.0000 M2476 1703 n11 n27 2 N 
73186.0000 M2477 1958 n0 n22 2 N 
73220.0000 M2478 1642 n18 n10 2 N 
73248.0000 M2479 1448 n4 n26 2 N 
73279.0000 M2480 1544 n23 n38 2 N 
73311.0000 M2481 1081 n19 n34 2 N 
73336.0000 M2482 1975 n5 n0 2 N 
73367.0000 M2483 1273 n38 n27 2 N 
73395.0000 M2484 1271 n39 n1 2 N 
73421.0000 M2485 1785 n25 n10 2 N 
73455.0000 M2486 1955 n13 n22 2 N 
73486.0000 M2487 1261 n30 n29 2 N 
73513.0000 M2488 1462 n8 n2 2 N 
73543.0000 M2489 1176 n33 n37 2 N 
73576.0000 M2490 1822 n25 n33 2 N 
73603.0000 M2491 1914 n18 n6 2 N 
73629.0000 M2492 1892 n0 n21 2 N 
73655.0000 M2493 1805 n28 n26 2 N 
73687.0000 M2494 1034 n40 n14 2 N 
73714.0000 M2495 1619 n5 n26 2 N 
73743.0000 M2496 1291 n0 n40 2 N 
73769.0000 M2497 1954 n13 n5 2 N 
73801.0000 M2498 1440 n12 n7 2 N 
73831.0000 M2499 1578 n35 n8 2 N 
73858.0000 M2500 1841 n37 n0 2 N 
73886.0000 M2501 1095 n25 n26 2 N 
73916.0000 M2502 1793 n5 n9 2 N 
73944.0000 M2503 1546 n38 n11 2 N 
73976.0000 M2504 1096 n4 n19 2 N 
74006.0000 M2505 1523 n40 n3 2 N 
74034.0000 M2506 1021 n40 n24 2 N 
74061.0000 M2507 1971 n10 n34 2 N 
74093.0000 M2508 1766 n9 n11 2 N 
74118.0000 M2509 1462 n11 n15 2 N 
74144.0000 M2510 1588 n29 n36 2 N 
74172.0000 M2511 1691 n12 n26 2 N 
74202.0000 M2512 1714 n22 n0 2 N 
74229.0000 M2513 1600 n29 n2 2 N 
74255.0000 M2514 1429 n11 n23 2 N 
74280.0000 M2515 1064 n28 n30 2 N 
74311.0000 M2516 1962 n39 n36 2 N 
74337.0000 M2517 1038 n36 n18 2 N 
74367.0000 M2518 1508 n0 n34 2 N 
74398.0000 M2519 1881 n16 n6 2 N 
74430.0000 M2520 1741 n29 n33 2 N 
74455.0000 M2521 1552 n34 n39 2 N 
74482.0000 M2522 1401 n25 n26 2 N 
74512.0000 M2523 1181 n36 n30 2 N 
74541.0000 M2524 1705 n39 n40 2 N 
74569.0000 M2525 1516 n24 n38 2 N 
74597.0000 M2526 1219 n1 n8 2 N 
74623.0000 M2527 1290 n16 n29 2 N 
74653.0000 M2528 1252 n31 n34 2 N 
74680.0000 M2529 1768 n40 n37 2 N 
74707.0000 M2530 1920 n24 n18 2 N 
74740.0000 M2531 1985 n8 n29 2 N 
74769.0000 M2532 1347 n26 n0 2 N 
74795.0000 M2533 1009 n22 n8 2 N 
74824.0000 M2534 1080 n31 n13 2 N 
74857.0000 M2535 1708 n26 n1 2 N 
74889.0000 M2536 1416 n27 n30 2 N 
74914.0000 M2537 1861 n14 n23 2 N 
74941.0000 M2538 1562 n3 n0 2 N 
74969.0000 M2539 1234 n19 n9 2 N 
75001.0000 M2540 1827 n11 n37 2 N 
75029.0000 M2541 1986 n10 n22 2 N 
75058.0000 M2542 1827 n25 n9 2 N 
75092.0000 M2543 1502 n2 n27 2 N 
75119.0000 M2544 1958 n3 n16 2 N 
75145.0000 M2545 1316 n6 n27 2 N 
75171.0000 M2546 1232 n31 n23 2 N 
75201.0000 M2547 1087 n29 n16 2 N 
75233.0000 M2548 1624 n16 n35 2 N 
75262.0000 M2549 1704 n20 n1 2 N 
75292.0000 M2550 1733 n21 n11 2 N 
75323.0000 M2551 1088 n26 n37 2 N 
75348.0000 M2552 1163 n7 n32 2 N 
75378.0000 M2553 1081 n17 n21 2 N 
75407.0000 M2554 1950 n35 n13 2 N 
75436.0000 M2555 1075 n29 n38 2 N 
75463.0000 M2556 1150 n5 n4 2 N 
75493.0000 M2557 1060 n21 n12 2 N 
75521.0000 M2558 1171 n40 n24 2 N 
75554.0000 M2559 1366 n21 n34 2 N 
75586.0000 M2560 1692 n34 n22 2 N 
75614.0000 M2561 1477 n2 n40 2 N 
75646.0000 M2562 1586 n12 n36 2 N 
75680.0000 M2563 1056 n34 n32 2 N 
75712.0000 M2564 1065 n10 n6 2 N 
75745.0000 M2565 1815 n6 n40 2 N 
75778.0000 M2566 1546 n37 n23 2 N 
75803.0000 M2567 1794 n39 n32 2 N 
75828.0000 M2568 1969 n35 n24 2 N 
75855.0000 M2569 1358 n8 n36 2 N 
75885.0000 M2570 1490 n8 n18 2 N 
75911.0000 M2571 1249 n22 n30 2 N 
75944.0000 M2572 1782 n18 n15 2 N 
75971.0000 M2573 1326 n9 n6 2 N 
76003.0000 M2574 1959 n34 n12 2 N 
76034.0000 M2575 1690 n21 n7 2 N 
76068.0000 M2576 1715 n9 n5 2 N 
76093.0000 M2577 1945 n22 n3 2 N 
76119.0000 M2578 1193 n37 n7 2 N 
76152.0000 M2579 1245 n28 n3 2 N 
76178.0000 M2580 1610 n25 n5 2 N 
76205.0000 M2581 1359 n20 n16 2 N 
76238.0000 M2582 1017 n38 n3 2 N 
76269.0000 M2583 1955 n20 n18 2 N 
76301.0000 M2584 1811 n8 n0 2 N 
76326.0000 M2585 1960 n9 n1 2 N 
76357.0000 M2586 1799 n27 n0 2 N 
76388.0000 M2587 1629 n38 n20 2 N 
76414.0000 M2588 1823 n5 n1 2 N 
76439.0000 M2589 1349 n34 n12 2 N 
76464.0000 M2590 1580 n22 n5 2 N 
76495.0000 M2591 1827 n5 n21 2 N 
76524.0000 M2592 1264 n23 n33 2 N 
76557.0000 M2593 1941 n34 n37 2 N 
76591.0000 M2594 1361 n19 n4 2 N 
76625.0000 M2595 1442 n9 n27 2 N 
76655.0000 M2596 1228 n26 n37 2 N 
76681.0000 M2597 1210 n4 n24 2 N 
76711.0000 M2598 1915 n12 n24 2 N 
76740.0000 M2599 1121 n24 n29 2 N 
76772.0000 M2600 1795 n38 n34 2 N 
76800.0000 M2601 1099 n14 n0 2 N 
76832.0000 M2602 1705 n29 n10 2 N 
76857.0000 M2603 1685 n30 n35 2 N 
76886.0000 M2604 1052 n32 n22 2 N 
76912.0000 M2605 1930 n23 n12 2 N 
76944.0000 M2606 1478 n27 n21 2 N 
76974.0000 M2607 1363 n11 n5 2 N 
77002.0000 M2608 1274 n12 n40 2 N 
77030.0000 M2609 1621 n19 n23 2 N 
77064.0000 M2610 1743 n6 n18 2 N 
77098.0000 M2611 1263 n25 n15 2 N 
77129.0000 M2612 1339 n19 n12 2 N 
77161.0000 M2613 1136 n21 n17 2 N 
77193.0000 M2614 1488 n7 n1 2 N 
77220.0000 M2615 1749 n38 n13 2 N 
77247.0000 M2616 1737 n30 n2 2 N 
77273.0000 M2617 1520 n23 n26 2 N 
77302.0000 M2618 1341 n38 n40 2 N 
77330.0000 M2619 1721 n12 n1 2 N 
77360.0000 M2620 1147 n22 n16 2 N 
77394.0000 M2621 1481 n28 n15 2 N 
77424.0000 M2622 1900 n18 n0 2 N 
77456.0000 M2623 1714 n38 n23 2 N 
77489.0000 M2624 1828 n12 n18 2 N 
77522.0000 M2625 1656 n39 n11 2 N 
77550.0000 M2626 1817 n5 n29 2 N 
77580.0000 M2627 1962 n28 n10 2 N 
77608.0000 M2628 1306 n3 n11 2 N 
77639.0000 M2629 1520 n22 n36 2 N 
77665.0000 M2630 1680 n32 n2 2 N 
77693.0000 M2631 1950 n30 n4 2 N 
77727.0000 M2632 1455 n39 n9 2 N 
77761.0000 M2633 1104 n27 n15 2 N 
77793.0000 M2634 1750 n6 n20 2 N 
77819.0000 M2635 1020 n37 n17 2 N 
77850.0000 M2636 1994 n19 n22 2 N 
77882.0000 M2637 1738 n1 n11 2 N 
77909.0000 M2638 1503 n10 n5 2 N 
77941.0000 M2639 1694 n7 n33 2 N 
77973.0000 M2640 1334 n34 n13 2 N 
77998.0000 M2641 1012 n37 n22 2 N 
78031.0000 M2642 1439 n24 n19 2 N 
78058.0000 M2643 1091 n39 n13 2 N 
78089.0000 M2644 1001 n10 n13 2 N 
78118.0000 M2645 1283 n36 n26 2 N 
78149.0000 M2646 1124 n35 n37 2 N 
78177.0000 M2647 1182 n27 n25 2 N 
78206.0000 M2648 1486 n40 n19 2 N 
78239.0000 M2649 1841 n30 n8 2 N 
78269.0000 M2650 1178 n15 n29 2 N 
78297.0000 M2651 1452 n19 n5 2 N 
78328.0000 M2652 1489 n5 n26 2 N 
78354.0000 M2653 1165 n36 n9 2 N 
78386.0000 M2654 1125 n30 n4 2 N 
78411.0000 M2655 1841 n34 n24 2 N 
78444.0000 M2656 1193 n39 n22 2 N 
78477.0000 M2657 1923 n28 n9 2 N 
78504.0000 M2658 1274 n21 n0 2 N 
78534.0000 M2659 1802 n14 n21 2 N 
78563.0000 M2660 1680 n14 n21 2 N 
78591.0000 M2661 1287 n16 n0 2 N 
78625.0000 M2662 1261 n31 n6 2 N 
78656.0000 M2663 1836 n19 n3 2 N 
78683.0000 M2664 1804 n7 n17 2 N 
78710.0000 M2665 1109 n18 n30 2 N 
78742.0000 M2666 1947 n30 n14 2 N 
78776.0000 M2667 1098 n23 n25 2 N 
78803.0000 M2668 1097 n1 n2 2 N 
78828.0000 M2669 1219 n17 n11 2 N 
78857.0000 M2670 1656 n28 n34 2 N 
78882.0000 M2671 1810 n11 n22 2 N 
78913.0000 M2672 1587 n16 n11 2 N 
78940.0000 M2673 1796 n4 n33 2 N 
78965.0000 M2674 1568 n18 n23 2 N 
78992.0000 M2675 1328 n34 n18 2 N 
79021.0000 M2676 1671 n21 n36 2 N 
79053.0000 M2677 1221 n30 n13 2 N 
79084.0000 M2678 1193 n24 n29 2 N 
79109.0000 M2679 1336 n31 n13 2 N 
79136.0000 M2680 1890 n15 n11 2 N 
79162.0000 M2681 1979 n28 n14 2 N 
79189.0000 M2682 1311 n30 n31 2 N 
79222.0000 M2683 1367 n19 n28 2 N 
79251.0000 M2684 1176 n3 n40 2 N 
79277.0000 M2685 1850 n39 n7 2 N 
79303.0000 M2686 1750 n20 n37 2 N 
79332.0000 M2687 1689 n6 n16 2 N 
79364.0000 M2688 1598 n30 n40 2 N 
79398.0000 M2689 1391 n18 n38 2 N 
79432.0000 M2690 1363 n8 n7 2 N 
79461.0000 M2691 1019 n34 n39 2 N 
79491.0000 M2692 1103 n36 n1 2 N 
79518.0000 M2693 1910 n24 n28 2 N 
79543.0000 M2694 1274 n32 n8 2 N 
79575.0000 M2695 1258 n10 n18 2 N 
79601.0000 M2696 1593 n40 n35 2 N 
79629.0000 M2697 1611 n5 n7 2 N 
79656.0000 M2698 1552 n31 n38 2 N 
79690.0000 M2699 1249 n16 n11 2 N 
79719.0000 M2700 1576 n14 n13 2 N 
79753.0000 M2701 1108 n34 n12 2 N 
79783.0000 M2702 1113 n23 n6 2 N 
79817.0000 M2703 1462 n9 n29 2 N 
79844.0000 M2704 1224 n15 n30 2 N 
79871.0000 M2705 1964 n39 n31 2 N 
79904.0000 M2706 1906 n13 n29 2 N 
79938.0000 M2707 1245 n18 n37 2 N 
79966.0000 M2708 1359 n28 n2 2 N 
79996.0000 M2709 1425 n24 n12 2 N 
80023.0000 M2710 1839 n39 n33 2 N 
80048.0000 M2711 1658 n26 n27 2 N 
80077.0000 M2712 1663 n15 n12 2 N 
80110.0000 M2713 1038 n2 n22 2 N 
80139.0000 M2714 1957 n14 n32 2 N 
80172.0000 M2715 1674 n25 n23 2 N 
80200.0000 M2716 1895 n32 n2 2 N 
80228.0000 M2717 1816 n3 n1 2 N 
80259.0000 M2718 1152 n36 n2 2 N 
80293.0000 M2719 1553 n7 n18 2 N 
80325.0000 M2720 1027 n30 n16 2 N 
80354.0000 M2721 1100 n7 n8 2 N 
80388.0000 M2722 1869 n1 n3 2 N 
80420.0000 M2723 1309 n3 n1 2 N 
80452.0000 M2724 1446 n27 n11 2 N 
80485.0000 M2725 1109 n14 n4 2 N 
80519.0000 M2726 1264 n20 n34 2 N 
80551.0000 M2727 1312 n31 n10 2 N 
80585.0000 M2728 1742 n13 n16 2 N 
80610.0000 M2729 1777 n26 n6 2 N 
80643.0000 M2730 1522 n26 n5 2 N 
80677.0000 M2731 1445 n38 n8 2 N 
80705.0000 M2732 1975 n8 n25 2 N 
80730.0000 M2733 1402 n39 n18 2 N 
80759.0000 M2734 1880 n5 n34 2 N 
80786.0000 M2735 1638 n19 n29 2 N 
80815.0000 M2736 1386 n34 n15 2 N 
80848.0000 M2737 1755 n22 n3 2 N 
80879.0000 M2738 1404 n9 n8 2 N 
80913.0000 M2739 1444 n9 n22 2 N 
80943.0000 M2740 1717 n13 n23 2 N 
80976.0000 M2741 1822 n4 n29 2 N 
81001.0000 M2742 1000 n20 n40 2 N 
81032.0000 M2743 1497 n4 n8 2 N 
81061.0000 M2744 1441 n12 n20 2 N 
81086.0000 M2745 1533 n1 n32 2 N 
81117.0000 M2746 1278 n30 n37 2 N 
81147.0000 M2747 1985 n40 n15 2 N 
81173.0000 M2748 1586 n16 n38 2 N 
81200.0000 M2749 1866 n6 n38 2 N 
81232.0000 M2750 1929 n38 n8 2 N 
81261.0000 M2751 1890 n0 n36 2 N 
81293.0000 M2752 1378 n37 n15 2 N 
81320.0000 M2753 1250 n8 n18 2 N 
81346.0000 M2754 1301 n18 n35 2 N 
81375.0000 M2755 1811 n26 n18 2 N 
81406.0000 M2756 1363 n18 n20 2 N 
81434.0000 M2757 1431 n15 n37 2 N 
81459.0000 M2758 1161 n30 n21 2 N 
81490.0000 M2759 1628 n38 n24 2 N 
81523.0000 M2760 1661 n24 n33 2 N 
81548.0000 M2761 1832 n10 n34 2 N 
81582.0000 M2762 1343 n40 n3 2 N 
81608.0000 M2763 1269 n13 n26 2 N 
81637.0000 M2764 1065 n32 n14 2 N 
81668.0000 M2765 1630 n4 n7 2 N 
81693.0000 M2766 1815 n25 n0 2 N 
81721.0000 M2767 1864 n25 n10 2 N 
81748.0000 M2768 1719 n27 n16 2 N 
81781.0000 M2769 1418 n29 n12 2 N 
81813.0000 M2770 1498 n20 n10 2 N 
81841.0000 M2771 1652 n31 n35 2 N 
81875.0000 M2772 1489 n40 n20 2 N 
81904.0000 M2773 1483 n3 n6 2 N 
81932.0000 M2774 1616 n5 n34 2 N 
81963.0000 M2775 1963 n8 n7 2 N 
81995.0000 M2776 1797 n14 n30 2 N 
82022.0000 M2777 1350 n34 n25 2 N 
82055.0000 M2778 1399 n38 n14 2 N 
82086.0000 M2779 1321 n15 n12 2 N 
82116.0000 M2780 1666 n25 n19 2 N 
82141.0000 M2781 1309 n13 n32 2 N 
82171.0000 M2782 1909 n5 n2 2 N 
82200.0000 M2783 1104 n8 n10 2 N 
82234.0000 M2784 1802 n6 n29 2 N 
82265.0000 M2785 1892 n0 n40 2 N 
82298.0000 M2786 1865 n29 n5 2 N 
82332.0000 M2787 1109 n24 n14 2 N 
82366.0000 M2788 1234 n32 n38 2 N 
82391.0000 M2789 1977 n17 n11 2 N 
82422.0000 M2790 1217 n13 n28 2 N 
82454.0000 M2791 1671 n21 n13 2 N 
82488.0000 M2792 1563 n38 n19 2 N 
82522.0000 M2793 1866 n29 n21 2 N 
82553.0000 M2794 1733 n39 n19 2 N 
82582.0000 M2795 1262 n8 n6 2 N 
82607.0000 M2796 1202 n18 n36 2 N 
82641.0000 M2797 1959 n28 n22 2 N 
82675.0000 M2798 1667 n39 n31 2 N 
82708.0000 M2799 1750 n8 n1 2 N 
82735.0000 M2800 1054 n36 n0 2 N 
82760.0000 M2801 1397 n28 n33 2 N 
82787.0000 M2802 1145 n16 n29 2 N 
82816.0000 M2803 1239 n10 n33 2 N 
82848.0000 M2804 1997 n34 n36 2 N 
82879.0000 M2805 1539 n38 n12 2 N 
82907.0000 M2806 1165 n4 n35 2 N 
82936.0000 M2807 1320 n26 n24 2 N 
82963.0000 M2808 1174 n23 n14 2 N 
82994.0000 M2809 1536 n40 n11 2 N 
83026.0000 M2810 1927 n20 n8 2 N 
83058.0000 M2811 1048 n9 n17 2 N 
83086.0000 M2812 1515 n3 n29 2 N 
83116.0000 M2813 1985 n38 n26 2 N 
83146.0000 M2814 1926 n2 n35 2 N 
83174.0000 M2815 1534 n38 n4 2 N 
83206.0000 M2816 1292 n15 n33 2 N 
83237.0000 M2817 1486 n35 n28 2 N 
83267.0000 M2818 1892 n29 n36 2 N 
83298.0000 M2819 1071 n1 n38 2 N 
83332.0000 M2820 1399 n24 n22 2 N 
83357.0000 M2821 1405 n32 n12 2 N 
83388.0000 M2822 1871 n5 n16 2 N 
83420.0000 M2823 1545 n6 n17 2 N 
83451.0000 M2824 1847 n6 n7 2 N 
83476.0000 M2825 1177 n4 n25 2 N 
83504.0000 M2826 1893 n30 n5 2 N 
83535.0000 M2827 1051 n3 n8 2 N 
83565.0000 M2828 1098 n11 n0 2 N 
83599.0000 M2829 1512 n37 n23 2 N 
83630.0000 M2830 1653 n1 n32 2 N 
83657.0000 M2831 1685 n10 n13 2 N 
83682.0000 M2832 1856 n0 n19 2 N 
83713.0000 M2833 1912 n26 n22 2 N 
83746.0000 M2834 1694 n37 n7 2 N 
83772.0000 M2835 1170 n34 n8 2 N 
83804.0000 M2836 1229 n16 n31 2 N 
83832.0000 M2837 1644 n15 n28 2 N 
83858.0000 M2838 1740 n8 n0 2 N 
83892.0000 M2839 1508 n21 n16 2 N 
83917.0000 M2840 1387 n38 n19 2 N 
83946.0000 M2841 1759 n6 n14 2 N 
83973.0000 M2842 1831 n20 n29 2 N 
84005.0000 M2843 1822 n16 n27 2 N 
84034.0000 M2844 1660 n26 n7 2 N 
84063.0000 M2845 1171 n29 n35 2 N 
84096.0000 M2846 1923 n4 n18 2 N 
84130.0000 M2847 1834 n33 n4 2 N 
84158.0000 M2848 1524 n5 n23 2 N 
84188.0000 M2849 1058 n31 n3 2 N 
84214.0000 M2850 1394 n18 n17 2 N 
84243.0000 M2851 1811 n2 n40 2 N 
84272.0000 M2852 1972 n32 n24 2 N 
84297.0000 M2853 1616 n14 n23 2 N 
84325.0000 M2854 1566 n25 n6 2 N 
84352.0000 M2855 1434 n2 n24 2 N 
84379.0000 M2856 1676 n1 n37 2 N 
84408.0000 M2857 1819 n34 n14 2 N 
84441.0000 M2858 1550 n15 n19 2 N 
84471.0000 M2859 1215 n5 n40 2 N 
84503.0000 M2860 1727 n13 n34 2 N 
84535.0000 M2861 1851 n25 n35 2 N 
84561.0000 M2862 1235 n28 n8 2 N 
84588.0000 M2863 1363 n33 n24 2 N 
84617.0000 M2864 1963 n3 n5 2 N 
84642.0000 M2865 1345 n15 n36 2 N 
84674.0000 M2866 1982 n37 n16 2 N 
84705.0000 M2867 1366 n33 n22 2 N 
84737.0000 M2868 1057 n14 n11 2 N 
84765.0000 M2869 1079 n14 n13 2 N 
84792.0000 M2870 1640 n17 n11 2 N 
84820.0000 M2871 1880 n30 n11 2 N 
84846.0000 M2872 1178 n3 n18 2 N 
84871.0000 M2873 1284 n15 n21 2 N 
84902.0000 M2874 1016 n21 n14 2 N 
84929.0000 M2875 1746 n25 n11 2 N 
84961.0000 M2876 1141 n26 n8 2 N 
84994.0000 M2877 1889 n14 n11 2 N 
85023.0000 M2878 1503 n3 n22 2 N 
85051.0000 M2879 1589 n36 n16 2 N 
85079.0000 M2880 1956 n22 n11 2 N 
85110.0000 M2881 1502 n16 n11 2 N 
85135.0000 M2882 1110 n28 n23 2 N 
85163.0000 M2883 1856 n16 n39 2 N 
85197.0000 M2884 1175 n27 n33 2 N 
85228.0000 M2885 1269 n2 n3 2 N 
85262.0000 M2886 1493 n1 n22 2 N 
85294.0000 M2887 1212 n12 n5 2 N 
85327.0000 M2888 1086 n20 n33 2 N 
85357.0000 M2889 1261 n37 n4 2 N 
85383.0000 M2890 1701 n5 n32 2 N 
85414.0000 M2891 1354 n33 n13 2 N 
85445.0000 M2892 1171 n2 n38 2 N 
85476.0000 M2893 1304 n38 n14 2 N 
85503.0000 M2894 1917 n23 n27 2 N 
85533.0000 M2895 1947 n12 n13 2 N 
85566.0000 M2896 1788 n18 n0 2 N 
85594.0000 M2897 1349 n8 n39 2 N 
85623.0000 M2898 1408 n14 n40 2 N 
85649.0000 M2899 1390 n38 n22 2 N 
85683.0000 M2900 1108 n10 n32 2 N 
85712.0000 M2901 1845 n15 n8 2 N 
85739.0000 M2902 1293 n37 n30 2 N 
85773.0000 M2903 1165 n16 n5 2 N 
85803.0000 M2904 1490 n1 n16 2 N 
