# time  ID  size  fromHost  toHost  TTL  isResponse
153620.0000 M5202 1144 n28 n12 2 N 
153651.0000 M5203 1174 n35 n0 2 N 
153681.0000 M5204 1213 n16 n9 2 N 
153711.0000 M5205 1892 n25 n28 2 N 
153743.0000 M5206 1204 n34 n1 2 N 
153777.0000 M5207 1959 n14 n31 2 N 
153804.0000 M5208 1283 n21 n12 2 N 
153833.0000 M5209 1723 n20 n4 2 N 
153867.0000 M5210 1203 n18 n13 2 N 
153897.0000 M5211 1565 n4 n19 2 N 
153927.0000 M5212 1773 n14 n12 2 N 
153956.0000 M5213 1117 n13 n10 2 N 
153981.0000 M5214 1022 n32 n25 2 N 
154006.0000 M5215 1212 n19 n28 2 N 
154035.0000 M5216 1692 n3 n8 2 N 
154064.0000 M5217 1477 n34 n13 2 N 
154098.0000 M5218 1528 n39 n21 2 N 
154124.0000 M5219 1861 n37 n10 2 N 
154149.0000 M5220 1723 n27 n37 2 N 
154181.0000 M5221 1052 n22 n16 2 N 
154214.0000 M5222 1059 n4 n5 2 N 
154245.0000 M5223 1563 n26 n22 2 N 
154270.0000 M5224 1229 n34 n8 2 N 
154296.0000 M5225 1853 n14 n4 2 N 
154322.0000 M5226 1102 n10 n2 2 N 
154356.0000 M5227 1697 n14 n3 2 N 
154385.0000 M5228 1568 n16 n31 2 N 
154418.0000 M5229 1284 n10 n4 2 N 
154444.0000 M5230 1258 n5 n7 2 N 
154477.0000 M5231 1020 n12 n35 2 N 
154511.0000 M5232 1691 n23 n8 2 N 
154541.0000 M5233 1259 n33 n35 2 N 
154570.0000 M5234 1383 n28 n27 2 N 
154602.0000 M5235 1883 n3 n8 2 N 
154629.0000 M5236 1320 n36 n22 2 N 
154661.0000 M5237 1577 n21 n6 2 N 
154687.0000 M5238 1677 n40 n29 2 N 
154719.0000 M5239 1558 n27 n30 2 N 
154747.0000 M5240 1766 n25 n32 2 N 
154780.0000 M5241 1425 n20 n4 2 N 
154810.0000 M5242 1477 n22 n38 2 N 
154840.0000 M5243 1837 n0 n22 2 N 
154871.0000 M5244 1582 n40 n27 2 N 
154898.0000 M5245 1121 n38 n20 2 N 
154923.0000 M5246 1039 n18 n32 2 N 
154956.0000 M5247 1283 n8 n30 2 N 
154985.0000 M5248 1176 n28 n33 2 N 
155013.0000 M5249 1235 n24 n14 2 N 
155045.0000 M5250 1572 n36 n38 2 N 
155078.0000 M5251 1110 n36 n0 2 N 
155105.0000 M5252 1934 n1 n26 2 N 
155130.0000 M5253 1648 n14 n33 2 N 
155163.0000 M5254 1438 n36 n40 2 N 
155190.0000 M5255 1245 n29 n37 2 N 
155215.0000 M5256 1965 n1 n12 2 N 
155241.0000 M5257 1921 n11 n0 2 N 
155266.0000 M5258 1461 n37 n20 2 N 
155299.0000 M5259 1285 n28 n38 2 N 
155328.0000 M5260 1601 n1 n40 2 N 
155356.0000 M5261 1362 n39 n34 2 N 
155387.0000 M5262 1998 n37 n38 2 N 
155421.0000 M5263 1246 n0 n20 2 N 
155455.0000 M5264 1689 n38 n4 2 N 
155480.0000 M5265 1202 n2 n38 2 N 
155514.0000 M5266 1733 n21 n29 2 N 
155545.0000 M5267 1943 n27 n15 2 N 
155573.0000 M5268 1466 n11 n5 2 N 
155605.0000 M5269 1399 n10 n12 2 N 
155638.0000 M5270 1534 n16 n10 2 N 
155672.0000 M5271 1490 n40 n34 2 N 
155706.0000 M5272 1232 n6 n38 2 N 
155733.0000 M5273 1989 n39 n19 2 N 
155762.0000 M5274 1047 n19 n38 2 N 
155792.0000 M5275 1452 n22 n30 2 N 
155819.0000 M5276 1087 n4 n8 2 N 
155848.0000 M5277 1121 n14 n39 2 N 
155873.0000 M5278 1083 n16 n34 2 N 
155901.0000 M5279 1018 n15 n11 2 N 
155934.0000 M5280 1595 n36 n5 2 N 
155967.0000 M5281 1518 n35 n8 2 N 
156000.0000 M5282 1568 n22 n35 2 N 
156028.0000 M5283 1520 n38 n1 2 N 
156062.0000 M5284 1171 n30 n33 2 N 
156094.0000 M5285 1124 n40 n39 2 N 
156119.0000 M5286 1077 n1 n9 2 N 
156148.0000 M5287 1834 n10 n37 2 N 
156178.0000 M5288 1520 n19 n5 2 N 
156210.0000 M5289 1541 n14 n39 2 N 
156244.0000 M5290 1126 n24 n16 2 N 
156275.0000 M5291 1039 n20 n21 2 N 
156305.0000 M5292 1694 n13 n29 2 N 
156335.0000 M5293 1076 n26 n22 2 N 
156368.0000 M5294 1753 n19 n14 2 N 
156399.0000 M5295 1251 n13 n7 2 N 
156431.0000 M5296 1066 n11 n8 2 N 
156461.0000 M5297 1484 n23 n4 2 N 
156488.0000 M5298 1008 n39 n29 2 N 
156514.0000 M5299 1633 n37 n20 2 N 
156540.0000 M5300 1697 n24 n2 2 N 
156574.0000 M5301 1335 n25 n40 2 N 
156604.0000 M5302 1178 n4 n37 2 N 
156633.0000 M5303 1914 n17 n9 2 N 
156666.0000 M5304 1597 n21 n31 2 N 
156700.0000 M5305 1434 n22 n15 2 N 
156730.0000 M5306 1245 n35 n3 2 N 
156758.0000 M5307 1831 n28 n21 2 N 
156786.0000 M5308 1461 n35 n8 2 N 
156811.0000 M5309 1878 n33 n5 2 N 
156845.0000 M5310 1229 n28 n11 2 N 
156872.0000 M5311 1767 n32 n17 2 N 
156903.0000 M5312 1478 n16 n31 2 N 
156928.0000 M5313 1100 n9 n40 2 N 
156953.0000 M5314 1011 n15 n0 2 N 
156981.0000 M5315 1169 n16 n13 2 N 
157012.0000 M5316 1930 n30 n26 2 N 
157041.0000 M5317 1141 n9 n39 2 N 
157067.0000 M5318 1744 n2 n19 2 N 
157100.0000 M5319 1640 n27 n16 2 N 
157125.0000 M5320 1160 n24 n38 2 N 
157157.0000 M5321 1474 n14 n0 2 N 
157182.0000 M5322 1804 n7 n27 2 N 
157212.0000 M5323 1626 n26 n36 2 N 
157246.0000 M5324 1946 n13 n22 2 N 
157279.0000 M5325 1196 n29 n8 2 N 
157312.0000 M5326 1831 n31 n28 2 N 
157342.0000 M5327 1905 n19 n15 2 N 
157373.0000 M5328 1671 n34 n12 2 N 
157398.0000 M5329 1194 n26 n6 2 N 
157429.0000 M5330 1051 n12 n33 2 N 
157463.0000 M5331 1653 n8 n6 2 N 
157493.0000 M5332 1088 n33 n21 2 N 
157520.0000 M5333 1710 n7 n2 2 N 
157550.0000 M5334 1366 n33 n2 2 N 
157576.0000 M5335 1983 n1 n5 2 N 
157607.0000 M5336 1022 n30 n33 2 N 
157637.0000 M5337 1336 n15 n10 2 N 
157665.0000 M5338 1659 n22 n13 2 N 
157691.0000 M5339 1614 n39 n32 2 N 
157721.0000 M5340 1249 n38 n37 2 N 
157748.0000 M5341 1640 n18 n9 2 N 
157777.0000 M5342 1137 n30 n21 2 N 
157804.0000 M5343 1916 n22 n24 2 N 
157829.0000 M5344 1922 n36 n39 2 N 
157859.0000 M5345 1694 n34 n6 2 N 
157892.0000 M5346 1569 n11 n39 2 N 
157924.0000 M5347 1826 n29 n24 2 N 
157952.0000 M5348 1594 n19 n34 2 N 
157979.0000 M5349 1348 n18 n29 2 N 
158007.0000 M5350 1963 n15 n38 2 N 
158033.0000 M5351 1799 n21 n11 2 N 
158062.0000 M5352 1495 n31 n25 2 N 
158093.0000 M5353 1682 n9 n18 2 N 
158123.0000 M5354 1825 n20 n0 2 N 
158151.0000 M5355 1372 n7 n39 2 N 
158182.0000 M5356 1788 n12 n11 2 N 
158210.0000 M5357 1328 n18 n34 2 N 
158238.0000 M5358 1418 n3 n17 2 N 
158271.0000 M5359 1137 n6 n17 2 N 
158296.0000 M5360 1481 n2 n17 2 N 
158323.0000 M5361 1439 n30 n22 2 N 
158356.0000 M5362 1822 n32 n6 2 N 
158389.0000 M5363 1760 n13 n1 2 N 
158419.0000 M5364 1954 n39 n26 2 N 
158445.0000 M5365 1060 n12 n20 2 N 
158477.0000 M5366 1127 n15 n3 2 N 
158511.0000 M5367 1548 n35 n36 2 N 
158544.0000 M5368 1961 n9 n39 2 N 
158572.0000 M5369 1314 n20 n25 2 N 
158606.0000 M5370 1319 n38 n19 2 N 
158638.0000 M5371 1665 n37 n38 2 N 
158667.0000 M5372 1279 n35 n12 2 N 
158694.0000 M5373 1464 n11 n38 2 N 
158723.0000 M5374 1946 n27 n2 2 N 
158757.0000 M5375 1235 n9 n26 2 N 
158791.0000 M5376 1373 n15 n32 2 N 
158822.0000 M5377 1986 n20 n32 2 N 
158856.0000 M5378 1208 n1 n37 2 N 
158882.0000 M5379 1617 n24 n7 2 N 
158913.0000 M5380 1608 n37 n7 2 N 
158944.0000 M5381 1689 n29 n30 2 N 
158976.0000 M5382 1267 n31 n40 2 N 
159005.0000 M5383 1334 n32 n21 2 N 
159039.0000 M5384 1243 n2 n11 2 N 
159065.0000 M5385 1732 n26 n4 2 N 
159092.0000 M5386 1696 n39 n2 2 N 
159123.0000 M5387 1763 n30 n32 2 N 
159156.0000 M5388 1952 n22 n30 2 N 
159184.0000 M5389 1508 n12 n15 2 N 
159215.0000 M5390 1321 n0 n31 2 N 
159240.0000 M5391 1195 n14 n3 2 N 
159267.0000 M5392 1650 n33 n25 2 N 
159293.0000 M5393 1317 n31 n8 2 N 
159323.0000 M5394 1247 n33 n4 2 N 
159351.0000 M5395 1217 n39 n11 2 N 
159379.0000 M5396 1972 n19 n35 2 N 
159406.0000 M5397 1129 n20 n17 2 N 
159436.0000 M5398 1599 n14 n8 2 N 
159463.0000 M5399 1759 n14 n6 2 N 
159492.0000 M5400 1927 n26 n29 2 N 
159523.0000 M5401 1442 n11 n22 2 N 
159549.0000 M5402 1985 n29 n0 2 N 
159578.0000 M5403 1176 n30 n13 2 N 
159603.0000 M5404 1335 n39 n19 2 N 
159633.0000 M5405 1243 n35 n31 2 N 
159660.0000 M5406 1201 n2 n12 2 N 
159685.0000 M5407 1838 n14 n32 2 N 
159716.0000 M5408 1246 n9 n24 2 N 
159748.0000 M5409 1335 n36 n20 2 N 
159782.0000 M5410 1273 n34 n11 2 N 
159815.0000 M5411 1428 n39 n14 2 N 
159849.0000 M5412 1982 n21 n33 2 N 
159874.0000 M5413 1112 n17 n40 2 N 
159904.0000 M5414 1947 n22 n19 2 N 
159931.0000 M5415 1524 n8 n37 2 N 
159958.0000 M5416 1410 n9 n3 2 N 
159986.0000 M5417 1112 n18 n36 2 N 
160016.0000 M5418 1571 n7 n3 2 N 
160041.0000 M5419 1097 n4 n6 2 N 
160072.0000 M5420 1596 n23 n39 2 N 
160098.0000 M5421 1066 n40 n14 2 N 
160128.0000 M5422 1258 n26 n19 2 N 
160154.0000 M5423 1013 n23 n10 2 N 
160181.0000 M5424 1527 n8 n16 2 N 
160207.0000 M5425 1945 n28 n14 2 N 
160237.0000 M5426 1620 n3 n24 2 N 
160269.0000 M5427 1179 n6 n39 2 N 
160296.0000 M5428 1629 n18 n23 2 N 
160329.0000 M5429 1086 n25 n16 2 N 
160358.0000 M5430 1626 n39 n11 2 N 
160385.0000 M5431 1189 n0 n17 2 N 
160410.0000 M5432 1426 n21 n25 2 N 
160435.0000 M5433 1733 n12 n8 2 N 
160463.0000 M5434 1367 n1 n6 2 N 
160491.0000 M5435 1454 n4 n20 2 N 
160518.0000 M5436 1814 n12 n24 2 N 
160548.0000 M5437 1568 n20 n31 2 N 
160577.0000 M5438 1982 n28 n18 2 N 
160607.0000 M5439 1680 n6 n34 2 N 
160632.0000 M5440 1782 n30 n15 2 N 
160660.0000 M5441 1602 n33 n39 2 N 
160685.0000 M5442 1224 n22 n10 2 N 
160714.0000 M5443 1548 n35 n1 2 N 
160742.0000 M5444 1141 n36 n0 2 N 
160774.0000 M5445 1391 n0 n29 2 N 
160800.0000 M5446 1631 n5 n10 2 N 
160826.0000 M5447 1424 n7 n24 2 N 
160857.0000 M5448 1709 n0 n37 2 N 
160884.0000 M5449 1089 n3 n24 2 N 
160913.0000 M5450 1779 n0 n5 2 N 
160939.0000 M5451 1648 n14 n4 2 N 
160964.0000 M5452 1577 n19 n3 2 N 
160994.0000 M5453 1923 n22 n36 2 N 
161020.0000 M5454 1477 n2 n33 2 N 
161046.0000 M5455 1627 n3 n21 2 N 
161071.0000 M5456 1673 n12 n8 2 N 
161104.0000 M5457 1524 n35 n40 2 N 
161138.0000 M5458 1595 n21 n7 2 N 
161163.0000 M5459 1067 n27 n23 2 N 
161188.0000 M5460 1839 n20 n4 2 N 
161216.0000 M5461 1974 n21 n11 2 N 
161247.0000 M5462 1783 n39 n27 2 N 
161276.0000 M5463 1891 n7 n17 2 N 
161306.0000 M5464 1608 n18 n29 2 N 
161340.0000 M5465 1159 n19 n27 2 N 
161368.0000 M5466 1142 n8 n26 2 N 
161402.0000 M5467 1517 n40 n39 2 N 
161430.0000 M5468 1970 n23 n19 2 N 
161461.0000 M5469 1792 n34 n3 2 N 
161489.0000 M5470 1714 n0 n20 2 N 
161518.0000 M5471 1233 n0 n5 2 N 
161548.0000 M5472 1352 n21 n23 2 N 
161576.0000 M5473 1328 n37 n15 2 N 
161606.0000 M5474 1821 n13 n11 2 N 
161635.0000 M5475 1332 n39 n28 2 N 
161667.0000 M5476 1143 n26 n27 2 N 
161698.0000 M5477 1367 n16 n9 2 N 
161730.0000 M5478 1181 n30 n19 2 N 
161759.0000 M5479 1125 n19 n28 2 N 
161792.0000 M5480 1175 n33 n28 2 N 
161824.0000 M5481 1475 n11 n6 2 N 
161854.0000 M5482 1880 n31 n9 2 N 
161883.0000 M5483 1081 n24 n1 2 N 
161915.0000 M5484 1030 n19 n26 2 N 
161947.0000 M5485 1954 n8 n16 2 N 
161978.0000 M5486 1530 n20 n19 2 N 
162007.0000 M5487 1452 n25 n24 2 N 
162037.0000 M5488 1343 n23 n27 2 N 
162062.0000 M5489 1846 n5 n30 2 N 
162091.0000 M5490 1494 n1 n37 2 N 
162125.0000 M5491 1395 n28 n34 2 N 
162153.0000 M5492 1634 n26 n13 2 N 
162181.0000 M5493 1969 n12 n21 2 N 
162214.0000 M5494 1459 n0 n8 2 N 
162246.0000 M5495 1104 n38 n19 2 N 
162276.0000 M5496 1217 n6 n33 2 N 
162309.0000 M5497 1776 n26 n32 2 N 
162339.0000 M5498 1189 n32 n5 2 N 
162373.0000 M5499 1574 n20 n30 2 N 
162398.0000 M5500 1438 n16 n34 2 N 
162428.0000 M5501 1950 n14 n8 2 N 
162456.0000 M5502 1578 n38 n8 2 N 
162484.0000 M5503 1298 n3 n34 2 N 
162514.0000 M5504 1416 n12 n40 2 N 
162541.0000 M5505 1561 n20 n11 2 N 
162573.0000 M5506 1636 n9 n3 2 N 
162604.0000 M5507 1632 n18 n11 2 N 
162636.0000 M5508 1299 n12 n36 2 N 
162667.0000 M5509 1108 n22 n31 2 N 
162696.0000 M5510 1394 n6 n25 2 N 
162725.0000 M5511 1318 n31 n39 2 N 
162753.0000 M5512 1730 n18 n25 2 N 
162778.0000 M5513 1866 n27 n40 2 N 
162804.0000 M5514 1956 n4 n28 2 N 
162835.0000 M5515 1382 n33 n36 2 N 
162860.0000 M5516 1571 n11 n13 2 N 
162891.0000 M5517 1718 n6 n21 2 N 
162917.0000 M5518 1276 n8 n15 2 N 
162945.0000 M5519 1291 n5 n23 2 N 
162970.0000 M5520 1811 n8 n29 2 N 
162997.0000 M5521 1176 n3 n33 2 N 
163025.0000 M5522 1513 n12 n27 2 N 
163056.0000 M5523 1296 n0 n1 2 N 
163084.0000 M5524 1782 n8 n11 2 N 
163114.0000 M5525 1787 n36 n19 2 N 
163147.0000 M5526 1750 n2 n0 2 N 
163173.0000 M5527 1783 n38 n12 2 N 
163202.0000 M5528 1903 n10 n30 2 N 
163232.0000 M5529 1896 n19 n16 2 N 
163266.0000 M5530 1492 n2 n30 2 N 
163300.0000 M5531 1931 n4 n15 2 N 
163329.0000 M5532 1183 n7 n16 2 N 
163356.0000 M5533 1334 n16 n31 2 N 
163387.0000 M5534 1266 n22 n32 2 N 
163419.0000 M5535 1685 n3 n10 2 N 
163452.0000 M5536 1640 n29 n35 2 N 
163478.0000 M5537 1427 n30 n13 2 N 
163511.0000 M5538 1694 n6 n18 2 N 
163539.0000 M5539 1294 n26 n15 2 N 
163566.0000 M5540 1604 n2 n15 2 N 
163594.0000 M5541 1759 n22 n29 2 N 
163621.0000 M5542 1114 n38 n17 2 N 
163650.0000 M5543 1184 n20 n6 2 N 
163682.0000 M5544 1379 n29 n2 2 N 
163715.0000 M5545 1396 n4 n14 2 N 
163740.0000 M5546 1860 n24 n9 2 N 
163774.0000 M5547 1721 n22 n15 2 N 
163803.0000 M5548 1973 n17 n3 2 N 
163834.0000 M5549 1185 n24 n21 2 N 
163860.0000 M5550 1990 n27 n6 2 N 
163893.0000 M5551 1764 n27 n10 2 N 
163921.0000 M5552 1187 n33 n19 2 N 
163952.0000 M5553 1998 n4 n36 2 N 
163985.0000 M5554 1985 n12 n1 2 N 
164019.0000 M5555 1127 n18 n31 2 N 
164044.0000 M5556 1062 n34 n28 2 N 
164078.0000 M5557 1198 n15 n35 2 N 
164107.0000 M5558 1204 n27 n9 2 N 
164135.0000 M5559 1949 n5 n17 2 N 
164165.0000 M5560 1629 n11 n0 2 N 
164194.0000 M5561 1752 n10 n22 2 N 
164228.0000 M5562 1400 n9 n30 2 N 
164256.0000 M5563 1485 n31 n38 2 N 
164284.0000 M5564 1122 n39 n16 2 N 
164311.0000 M5565 1004 n30 n18 2 N 
164341.0000 M5566 1934 n14 n22 2 N 
164375.0000 M5567 1631 n11 n7 2 N 
164408.0000 M5568 1109 n39 n4 2 N 
164440.0000 M5569 1195 n39 n20 2 N 
164471.0000 M5570 1398 n29 n16 2 N 
164505.0000 M5571 1989 n12 n10 2 N 
164534.0000 M5572 1718 n20 n12 2 N 
164566.0000 M5573 1830 n15 n8 2 N 
164591.0000 M5574 1969 n17 n22 2 N 
164618.0000 M5575 1887 n3 n21 2 N 
164646.0000 M5576 1951 n18 n33 2 N 
164673.0000 M5577 1045 n15 n39 2 N 
164703.0000 M5578 1406 n38 n12 2 N 
164728.0000 M5579 1757 n3 n9 2 N 
164757.0000 M5580 1343 n4 n40 2 N 
164784.0000 M5581 1688 n2 n34 2 N 
164816.0000 M5582 1496 n14 n26 2 N 
164848.0000 M5583 1416 n19 n39 2 N 
164873.0000 M5584 1358 n39 n20 2 N 
164901.0000 M5585 1593 n23 n4 2 N 
164933.0000 M5586 1446 n33 n4 2 N 
164961.0000 M5587 1224 n24 n20 2 N 
164988.0000 M5588 1286 n27 n33 2 N 
165019.0000 M5589 1055 n4 n21 2 N 
165044.0000 M5590 1441 n37 n35 2 N 
165074.0000 M5591 1838 n39 n26 2 N 
165108.0000 M5592 1488 n8 n23 2 N 
165133.0000 M5593 1864 n27 n37 2 N 
165159.0000 M5594 1735 n14 n12 2 N 
165188.0000 M5595 1608 n4 n31 2 N 
165217.0000 M5596 1295 n25 n18 2 N 
165244.0000 M5597 1641 n6 n33 2 N 
165277.0000 M5598 1318 n19 n27 2 N 
165308.0000 M5599 1249 n8 n22 2 N 
165338.0000 M5600 1713 n7 n0 2 N 
165369.0000 M5601 1874 n23 n12 2 N 
165401.0000 M5602 1711 n25 n38 2 N 
165435.0000 M5603 1249 n18 n13 2 N 
165465.0000 M5604 1189 n20 n37 2 N 
165498.0000 M5605 1835 n14 n3 2 N 
165531.0000 M5606 1234 n22 n24 2 N 
165556.0000 M5607 1274 n12 n26 2 N 
165581.0000 M5608 1153 n29 n3 2 N 
165612.0000 M5609 1695 n33 n5 2 N 
165641.0000 M5610 1333 n40 n9 2 N 
165667.0000 M5611 1376 n3 n18 2 N 
165701.0000 M5612 1868 n15 n3 2 N 
165727.0000 M5613 1179 n20 n19 2 N 
165753.0000 M5614 1917 n34 n26 2 N 
165783.0000 M5615 1889 n5 n36 2 N 
165808.0000 M5616 1705 n7 n9 2 N 
165838.0000 M5617 1851 n31 n10 2 N 
165870.0000 M5618 1716 n32 n23 2 N 
165895.0000 M5619 1016 n21 n27 2 N 
165929.0000 M5620 1900 n22 n20 2 N 
165962.0000 M5621 1893 n32 n5 2 N 
165989.0000 M5622 1425 n17 n1 2 N 
166023.0000 M5623 1226 n16 n21 2 N 
166055.0000 M5624 1747 n34 n5 2 N 
166080.0000 M5625 1635 n8 n23 2 N 
166109.0000 M5626 1351 n27 n4 2 N 
166138.0000 M5627 1332 n32 n5 2 N 
166170.0000 M5628 1946 n11 n9 2 N 
166198.0000 M5629 1332 n19 n18 2 N 
166228.0000 M5630 1099 n6 n9 2 N 
166254.0000 M5631 1482 n39 n1 2 N 
166284.0000 M5632 1317 n1 n8 2 N 
166318.0000 M5633 1707 n27 n31 2 N 
166352.0000 M5634 1474 n6 n24 2 N 
166377.0000 M5635 1649 n23 n8 2 N 
166411.0000 M5636 1176 n5 n11 2 N 
166443.0000 M5637 1164 n0 n26 2 N 
166474.0000 M5638 1936 n21 n4 2 N 
166507.0000 M5639 1605 n29 n3 2 N 
166533.0000 M5640 1865 n22 n12 2 N 
166563.0000 M5641 1790 n6 n33 2 N 
166592.0000 M5642 1409 n18 n20 2 N 
166621.0000 M5643 1443 n13 n36 2 N 
166648.0000 M5644 1796 n7 n38 2 N 
166673.0000 M5645 1683 n33 n14 2 N 
166707.0000 M5646 1226 n35 n20 2 N 
166739.0000 M5647 1454 n12 n39 2 N 
166770.0000 M5648 1925 n1 n10 2 N 
166804.0000 M5649 1688 n35 n9 2 N 
166838.0000 M5650 1552 n2 n27 2 N 
166870.0000 M5651 1772 n22 n20 2 N 
166897.0000 M5652 1304 n3 n35 2 N 
166923.0000 M5653 1234 n32 n3 2 N 
166950.0000 M5654 1822 n33 n22 2 N 
166980.0000 M5655 1074 n0 n15 2 N 
167011.0000 M5656 1203 n3 n40 2 N 
167045.0000 M5657 1886 n27 n11 2 N 
167079.0000 M5658 1667 n3 n36 2 N 
167111.0000 M5659 1499 n14 n15 2 N 
167140.0000 M5660 1642 n20 n36 2 N 
167173.0000 M5661 1375 n8 n35 2 N 
167202.0000 M5662 1849 n23 n38 2 N 
167229.0000 M5663 1732 n32 n18 2 N 
167260.0000 M5664 1345 n21 n40 2 N 
167289.0000 M5665 1947 n24 n19 2 N 
167322.0000 M5666 1230 n2 n34 2 N 
167354.0000 M5667 1418 n15 n9 2 N 
167384.0000 M5668 1909 n18 n11 2 N 
167418.0000 M5669 1622 n6 n7 2 N 
167446.0000 M5670 1741 n17 n15 2 N 
167474.0000 M5671 1833 n21 n29 2 N 
167503.0000 M5672 1418 n11 n18 2 N 
167534.0000 M5673 1648 n1 n13 2 N 
167568.0000 M5674 1740 n30 n1 2 N 
167599.0000 M5675 1516 n12 n38 2 N 
167626.0000 M5676 1873 n10 n8 2 N 
167655.0000 M5677 1081 n9 n4 2 N 
167683.0000 M5678 1736 n25 n37 2 N 
167717.0000 M5679 1171 n15 n11 2 N 
167744.0000 M5680 1498 n25 n9 2 N 
167775.0000 M5681 1889 n11 n36 2 N 
167806.0000 M5682 1478 n4 n33 2 N 
167836.0000 M5683 1340 n23 n6 2 N 
167869.0000 M5684 1810 n20 n0 2 N 
167898.0000 M5685 1737 n15 n35 2 N 
167927.0000 M5686 1683 n9 n10 2 N 
167952.0000 M5687 1547 n29 n25 2 N 
167985.0000 M5688 1249 n6 n34 2 N 
168017.0000 M5689 1594 n21 n34 2 N 
168049.0000 M5690 1407 n22 n2 2 N 
168076.0000 M5691 1311 n24 n26 2 N 
168108.0000 M5692 1020 n8 n33 2 N 
168133.0000 M5693 1543 n32 n29 2 N 
168167.0000 M5694 1129 n21 n24 2 N 
168196.0000 M5695 1904 n29 n6 2 N 
168229.0000 M5696 1474 n23 n11 2 N 
168255.0000 M5697 1896 n38 n35 2 N 
168286.0000 M5698 1970 n40 n9 2 N 
168312.0000 M5699 1451 n7 n34 2 N 
168344.0000 M5700 1097 n19 n27 2 N 
168372.0000 M5701 1091 n20 n17 2 N 
168401.0000 M5702 1591 n24 n40 2 N 
168427.0000 M5703 1167 n32 n8 2 N 
168456.0000 M5704 1751 n26 n38 2 N 
168489.0000 M5705 1830 n18 n11 2 N 
168523.0000 M5706 1495 n37 n1 2 N 
168555.0000 M5707 1109 n35 n18 2 N 
168586.0000 M5708 1443 n22 n1 2 N 
168615.0000 M5709 1414 n0 n20 2 N 
168640.0000 M5710 1515 n14 n38 2 N 
168665.0000 M5711 1414 n13 n3 2 N 
168694.0000 M5712 1835 n17 n14 2 N 
168723.0000 M5713 1496 n33 n35 2 N 
168748.0000 M5714 1775 n23 n13 2 N 
168773.0000 M5715 1266 n29 n24 2 N 
168798.0000 M5716 1647 n30 n33 2 N 
168823.0000 M5717 1035 n38 n3 2 N 
168851.0000 M5718 1659 n33 n27 2 N 
168877.0000 M5719 1685 n33 n30 2 N 
168904.0000 M5720 1733 n32 n29 2 N 
168933.0000 M5721 1307 n14 n8 2 N 
168967.0000 M5722 1122 n30 n7 2 N 
168999.0000 M5723 1092 n23 n37 2 N 
169030.0000 M5724 1048 n8 n2 2 N 
169057.0000 M5725 1638 n13 n6 2 N 
169084.0000 M5726 1017 n7 n3 2 N 
169112.0000 M5727 1731 n27 n16 2 N 
169139.0000 M5728 1223 n27 n12 2 N 
169172.0000 M5729 1711 n34 n16 2 N 
169205.0000 M5730 1565 n26 n40 2 N 
169231.0000 M5731 1551 n12 n11 2 N 
169265.0000 M5732 1764 n28 n6 2 N 
169294.0000 M5733 1226 n32 n39 2 N 
169321.0000 M5734 1282 n2 n6 2 N 
169348.0000 M5735 1044 n39 n17 2 N 
169378.0000 M5736 1028 n31 n2 2 N 
169404.0000 M5737 1534 n3 n26 2 N 
169432.0000 M5738 1661 n2 n24 2 N 
169463.0000 M5739 1047 n26 n14 2 N 
169488.0000 M5740 1620 n5 n19 2 N 
169522.0000 M5741 1021 n4 n33 2 N 
169547.0000 M5742 1250 n29 n30 2 N 
169573.0000 M5743 1404 n17 n32 2 N 
169600.0000 M5744 1857 n5 n14 2 N 
169634.0000 M5745 1189 n24 n26 2 N 
169667.0000 M5746 1109 n20 n12 2 N 
169701.0000 M5747 1519 n30 n2 2 N 
169732.0000 M5748 1918 n22 n18 2 N 
169765.0000 M5749 1842 n40 n32 2 N 
169799.0000 M5750 1540 n35 n25 2 N 
169832.0000 M5751 1327 n28 n15 2 N 
169860.0000 M5752 1497 n24 n38 2 N 
169885.0000 M5753 1904 n26 n17 2 N 
169911.0000 M5754 1066 n7 n5 2 N 
169939.0000 M5755 1589 n5 n21 2 N 
169966.0000 M5756 1614 n33 n35 2 N 
169992.0000 M5757 1941 n9 n6 2 N 
170020.0000 M5758 1956 n35 n13 2 N 
170048.0000 M5759 1360 n22 n11 2 N 
170080.0000 M5760 1193 n6 n33 2 N 
170109.0000 M5761 1020 n31 n14 2 N 
170140.0000 M5762 1303 n34 n1 2 N 
170166.0000 M5763 1628 n32 n28 2 N 
170197.0000 M5764 1399 n21 n22 2 N 
170231.0000 M5765 1570 n37 n4 2 N 
170257.0000 M5766 1200 n3 n29 2 N 
170291.0000 M5767 1333 n39 n28 2 N 
170321.0000 M5768 1292 n16 n13 2 N 
170349.0000 M5769 1819 n26 n33 2 N 
170376.0000 M5770 1873 n40 n13 2 N 
170407.0000 M5771 1064 n0 n37 2 N 
170437.0000 M5772 1670 n17 n20 2 N 
170463.0000 M5773 1293 n18 n39 2 N 
170494.0000 M5774 1809 n33 n35 2 N 
170521.0000 M5775 1282 n6 n30 2 N 
170546.0000 M5776 1119 n31 n39 2 N 
170572.0000 M5777 1539 n1 n26 2 N 
170598.0000 M5778 1380 n0 n5 2 N 
170631.0000 M5779 1021 n7 n0 2 N 
170657.0000 M5780 1814 n27 n12 2 N 
170687.0000 M5781 1978 n11 n2 2 N 
170712.0000 M5782 1406 n34 n38 2 N 
170738.0000 M5783 1737 n14 n23 2 N 
